Label	Distance	Astro_m1	Astro_m2	Endo_m1	Endo_m2	Inter_m1	Inter_m2	Micro_m1	Micro_m2	Oligo_m1	Oligo_m2	CA1_m1	CA1_m2	SS_m1	SS_m2	All_m1	All_m2
Tcirg1	19	0	2	0	0	0	3	0	0	13	9	2	1	0	0	15	15
Ndufs8	7	139	23	120	6	566	72	36	7	1066	147	2106	243	872	93	4905	591
Aldh3b1	11008	3	0	2	0	1	0	1	1	34	3	3	0	3	11	47	15
Gstp1	7	309	43	225	52	808	219	52	11	16414	363	4451	891	1677	305	23936	1884
Gstp2	1	0	0	9	1	0	0	3	0	17	2	1	1	1	1	31	5
Aip	46	20	6	19	8	98	41	6	6	324	65	435	141	136	54	1038	321
Cabp4	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tbc1d10c	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rad9	1	2	0	2	0	2	0	0	0	11	2	4	0	2	0	23	2
Ssh3	35	0	0	0	0	0	0	0	0	0	1	4	0	1	0	5	1
Adrbk1	167	0	0	0	0	1	0	3	0	0	0	4	0	1	0	9	0
Rhod	1	1	0	4	0	1	0	1	1	1	0	2	0	0	0	10	1
Syt12	402	1	0	0	0	0	0	0	0	0	0	11	0	1	0	13	0
2010003K11Rik	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lrfn4	250	0	0	0	0	0	0	0	0	0	0	3	1	0	0	3	1
Rbm4	17680	14	1	13	4	39	7	2	1	81	20	226	40	70	13	445	86
Ccs	4	49	10	45	10	60	3	16	2	411	38	273	11	128	6	982	80
Actn3	13816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem151a	13389	2	0	0	0	3	0	0	0	35	0	21	0	4	0	65	0
Cnih2	181	0	0	0	0	0	0	0	0	0	0	8	1	0	0	8	1
Rab1b	1	9	0	7	0	46	0	4	0	78	0	185	0	29	0	358	0
Klc2	19	0	0	0	0	1	0	0	0	1	0	7	0	3	0	12	0
Pacs1	3	0	0	1	0	0	0	0	0	0	0	3	1	0	0	4	1
Banf1	11	86	17	113	21	292	63	27	6	626	115	1308	216	483	92	2935	530
Sart1	11	1	0	0	0	1	0	0	0	2	1	9	1	0	0	13	2
Drap1	943	2	0	2	0	11	6	0	0	18	6	49	27	6	3	88	42
Ccdc85b	6	0	1	5	0	5	0	1	0	7	1	74	9	13	2	105	13
1700020D05Rik	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Snx32	1	13	2	2	0	147	31	1	0	155	46	316	89	105	35	739	203
Ovol1	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sipa1	1	1	1	6	0	0	0	0	0	2	0	0	0	0	0	9	1
Ehbp1l1	9	0	0	4	2	1	0	1	0	0	0	1	0	0	0	7	2
Fam89b	84	17	0	22	0	38	0	9	0	113	0	118	1	50	0	367	1
Scyl1	1	0	0	1	1	1	1	0	0	2	2	5	1	2	1	11	6
ENSMUST00000174808	224	25	13	21	17	17	7	4	4	104	39	184	93	57	23	412	196
ENSMUST00000173314	314	17	7	10	1	4	11	3	0	86	36	99	21	45	13	264	89
Frmd8	1	1	0	1	0	2	0	0	0	38	0	2	0	0	0	44	0
Tigd3	1	0	0	0	0	0	1	0	0	1	0	3	0	0	0	4	1
Dpf2	8	2	0	5	0	4	0	3	0	24	1	13	2	18	0	69	3
Capn1	287	0	0	0	0	1	0	1	0	0	0	0	0	0	0	2	0
1110014N23Rik	3078	1	0	1	0	13	0	0	0	12	0	72	0	15	0	114	0
Zfpl1	1	1	0	0	0	10	0	1	0	12	2	39	2	16	1	79	5
Snx15	13	6	2	2	1	14	8	1	0	127	112	62	33	19	11	231	167
Arl2	2	23	36	10	17	219	211	5	11	1286	661	328	491	153	196	2024	1623
Ppp2r5b	121	0	0	0	0	1	0	0	0	1	0	5	0	0	0	7	0
ENSMUST00000149574	112	2	1	0	0	1	0	1	0	0	1	7	0	1	0	12	2
Slc22a12	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rps6ka4	4	0	0	0	0	0	0	0	0	1	0	1	0	0	0	2	0
Ccdc88b	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prdx5	1	58	10	68	18	444	68	54	9	275	78	1894	676	690	236	3483	1095
Esrra	1	0	0	0	0	1	0	0	0	0	0	1	1	1	0	3	1
1700019N12Rik	5	0	0	0	0	0	0	0	0	1	0	0	0	1	0	2	0
Gpr137	884	0	0	1	1	9	2	0	0	22	0	22	2	4	2	58	7
Plcb3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vegfb	102	2	0	0	0	13	1	0	0	1	1	25	0	5	0	46	2
Dnajc4	42	4	1	4	1	16	4	2	0	38	14	52	13	12	4	128	37
Fermt3	4	2	0	0	0	0	0	26	5	11	2	3	0	3	0	45	7
Stip1	3	12	0	13	0	189	5	4	0	173	4	343	12	138	8	872	29
LOC100048483	2	862	309	628	196	2625	792	319	101	4218	1276	9517	2106	4107	1197	22276	5977
Naa40	85	1	0	1	0	1	0	0	0	8	1	18	1	3	0	32	2
Mark2	141	1	0	1	0	0	0	0	0	1	0	0	2	0	0	3	2
AI846148	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rtn3	85	1	1	2	1	7	8	0	0	16	7	40	13	6	6	72	36
Lgals12	171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc22a19	125	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
Slc22a26	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc22a29	43749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9830166K06Rik	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
Slc3a2	9281	48	6	121	4	30	50	25	0	230	47	138	134	28	38	620	279
Taf6l	1	0	0	0	0	1	1	0	0	3	1	6	1	2	0	12	3
Polr2g	2	78	4	94	5	458	44	46	1	1066	59	1658	135	549	29	3949	277
Ttc9c	266	3	0	7	0	22	3	2	0	43	17	63	22	21	4	161	46
Gng3	16	2	0	2	0	41	5	1	0	12	0	144	10	60	0	262	15
AI462493	25	60	12	56	54	310	31	22	3	535	59	615	82	467	34	2065	275
Rom1	115	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1
Asrgl1	1	152	37	6	7	66	53	3	2	1308	294	188	149	62	50	1785	592
Incenp	7	0	0	0	0	1	0	0	0	1	0	2	1	0	0	4	1
LOC100504840	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fads2	16	11	0	1	0	0	0	0	0	4	0	6	0	4	0	26	0
Fen1	6	3	0	4	0	21	2	5	0	45	1	62	1	34	0	174	4
Gm98	7	0	0	0	0	0	0	0	0	3	0	0	0	0	0	3	0
Dagla	1	0	0	0	0	0	0	0	0	0	0	5	1	2	0	7	1
Sdhaf2	1	15	1	19	8	82	29	4	1	128	33	208	165	101	65	557	302
Tmem216	433	12	0	8	0	19	4	4	0	30	0	57	5	27	1	157	10
Tmem138	1	3	0	3	0	8	1	0	0	4	2	27	5	11	0	56	8
Dak	1	0	0	0	0	0	0	0	0	3	0	5	1	0	0	8	1
Cd5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cd6	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem109	2	4	2	2	2	3	1	3	0	16	0	24	11	7	6	59	22
Ms4a10	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ms4a18	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AW112010	65	8	2	80	14	0	1	5	1	27	4	10	3	5	0	135	25
1700017D01Rik	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700025F22Rik	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ms4a13	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ms4a1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ms4a5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ms4a14	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ms4a7	34	0	0	1	2	4	3	159	61	74	28	12	2	18	5	268	101
uc008gsi.1	16	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
Ms4a6d	1	0	0	0	1	0	2	39	15	20	7	2	0	6	0	67	25
Ms4a3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stx3	32	0	0	6	0	4	0	0	0	4	0	7	0	1	0	22	0
Dtx4	573	0	0	0	0	1	0	0	0	1	0	7	0	1	0	10	0
Cntf	1	24	1	1	0	1	0	0	0	18	2	5	0	0	0	49	3
Zfp91	2	0	0	0	0	1	0	0	0	1	0	7	6	1	0	10	6
Tle4	11	26	4	26	2	16	1	21	0	97	2	158	12	100	5	444	26
Psat1	355	223	1	22	0	62	1	6	0	3786	1	261	0	140	0	4500	3
Cep78	4	0	0	0	0	1	0	0	0	3	1	4	2	3	0	11	3
Vps13a	2	15	0	16	0	41	3	6	0	71	1	390	10	139	7	678	21
Gcnt1	16196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ostf1	1	12	4	74	5	16	0	48	1	272	7	72	2	34	1	528	20
Rorb	227	197	23	7	6	10	2	12	6	105	30	39	5	260	63	630	135
Anxa1	313	28	0	135	0	1	0	7	0	69	0	8	0	27	0	275	0
uc008gyt.1	21	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
Gda	15	0	0	2	0	15	1	0	0	6	0	118	0	44	1	185	2
1110059E24Rik	6	20	0	29	19	76	32	5	5	113	108	175	132	69	47	487	343
Smc5	1	2	2	3	0	5	1	1	1	15	5	13	9	8	2	47	20
Mamdc2	49	0	1	0	1	1	0	0	0	1	0	1	0	0	0	3	2
Fam189a2	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tjp2	35	0	0	0	2	0	0	0	0	10	6	0	0	3	1	13	9
Fam122a	124	0	0	0	0	3	0	0	0	2	0	16	0	1	0	22	0
Pip5k1b	1	1	0	9	0	31	8	0	0	34	7	160	24	11	1	246	40
Pgm5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2610016A17Rik	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
uc008hbv.1	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D19Bwg1357e	8376	7	0	9	0	59	0	4	0	102	0	192	2	67	1	440	3
Rfx3	80	0	0	0	0	2	0	0	0	1	0	5	2	0	0	8	2
Glis3	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4430402I18Rik	3897	2	0	0	0	7	0	0	1	0	0	8	0	2	0	19	1
Ak3	1	2	1	5	0	7	0	1	0	31	2	12	3	4	1	62	7
5033414D02Rik	5416	21	0	23	5	54	1	11	3	289	10	302	0	100	1	800	20
ENSMUST00000154631	1	0	0	0	0	0	1	0	0	1	0	2	0	2	1	5	2
Ermp1	2156	0	0	0	0	0	0	0	0	6	1	2	0	1	1	9	2
Gldc	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prkg1	1	0	0	0	0	1	0	0	0	1	0	11	2	1	1	14	3
Asah2	46715	0	0	0	0	0	0	0	0	1	0	1	0	0	0	2	0
Sgms1	10	16	0	163	10	6	1	9	0	65	2	35	0	19	0	313	13
Atad1	1	36	0	22	0	148	6	6	1	335	14	467	12	181	14	1195	47
Rnls	9	0	0	2	0	0	1	2	0	30	1	3	0	0	0	37	2
Ankrd22	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acta2	13637	121	1	1624	20	18	0	61	0	615	10	283	3	132	10	2854	44
2010002M12Rik	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc16a12	101	0	0	2	0	0	0	0	0	2	0	1	0	1	0	6	0
Pank1	15	5	6	0	0	0	0	0	2	6	1	1	2	1	0	13	11
Ankrd1	243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000147754	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fgfbp3	5	1	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0
Cpeb3	1973	1	0	1	1	1	0	0	1	6	0	8	2	6	1	23	5
uc008hik.1	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Myof	1	1	1	7	4	2	1	2	1	5	6	1	0	2	2	20	15
Rbp4	425	0	0	5	0	102	0	0	0	2	0	14	0	9	0	132	0
5730455O13Rik	1	1	1	2	4	19	6	0	1	17	41	81	35	23	7	143	95
Cyp2c38	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyp2c69	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sorbs1	37	5	0	6	1	19	0	0	1	8	0	22	0	6	1	66	3
Aldh18a1	1	0	1	1	0	6	2	0	1	2	0	20	1	9	2	38	7
Blnk	26	0	0	0	0	0	0	11	2	5	0	4	0	13	8	33	10
Opalin	24	30	3	9	1	22	2	12	3	6399	993	280	43	195	30	6947	1075
Tm9sf3	5	0	0	1	0	2	0	0	0	8	0	7	0	3	1	21	1
Pik3ap1	1	0	0	0	0	0	0	2	0	1	0	0	0	0	0	3	0
Slit1	1	0	0	0	0	1	1	0	0	0	0	27	5	3	1	31	7
Frat2	118	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
Rrp12	1	0	0	1	0	3	0	1	0	7	1	8	6	2	1	22	8
Mms19	16511	2	0	3	0	19	0	3	0	32	0	37	0	14	0	110	0
Morn4	1	1	0	0	0	2	1	0	0	0	1	11	4	3	1	17	7
Avpi1	1	19	3	10	2	48	15	2	0	14	9	144	42	130	32	367	103
Sfrp5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Crtac1	14	0	0	0	0	1	2	0	0	3	1	15	6	0	0	19	9
Pyroxd2	189	2	0	1	0	0	0	6	0	2	0	3	0	1	0	15	0
Hpse2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Got1	19863	27	0	38	0	847	4	12	0	328	1	2379	6	1113	7	4744	18
Cox15	12381	0	0	1	0	4	0	0	0	16	0	27	0	11	0	59	0
uc008hoz.1	1	0	0	2	0	0	0	0	0	0	0	2	0	0	1	4	1
Cpn1	17888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Erlin1	24	0	0	0	0	0	0	1	1	1	4	6	4	1	0	9	9
Chuk	2	0	0	0	0	2	1	0	0	3	3	5	3	1	1	11	8
Scd1	130	2	0	0	0	0	0	0	0	1	3	3	0	0	1	6	4
Sec31b	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
Fbxw4	1	0	0	0	0	0	0	6	5	3	5	2	1	2	0	13	11
Fgf8	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Npm3	141	0	0	0	0	0	0	0	1	1	0	2	0	1	0	4	1
Mgea5	262	0	0	0	0	0	0	0	0	2	0	1	0	0	0	3	0
Kcnip2	3696	0	0	0	0	3	4	0	0	1	0	14	0	2	0	20	4
9130011E15Rik	1	0	0	0	0	1	0	0	0	4	1	8	10	3	1	16	12
Ldb1	114	1	0	0	0	0	0	0	0	1	1	0	1	0	0	2	2
Pitx3	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000130184	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
uc008hss.1	1	2	0	0	0	0	1	0	0	1	0	0	1	0	0	3	2
Psd	9055	0	0	0	0	0	0	0	0	0	0	3	2	1	0	4	2
Cuedc2	1	20	9	20	9	212	82	5	6	193	78	529	270	222	107	1201	561
Arl3	10	7	0	1	0	11	1	0	0	9	4	43	7	8	5	79	17
Cyp17a1	159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nt5c2	52792	2	0	7	0	3	2	4	0	14	0	9	5	0	0	39	7
Usmg5	19	606	5	477	3	5124	33	176	0	4060	27	17714	175	7473	42	35630	285
Calhm2	24	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	1
Sh3pxd2a	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	1
Obfc1	28216	4	0	9	0	14	0	6	0	112	0	74	0	26	0	245	0
Col17a1	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000159204	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000175225	1	0	0	0	0	0	0	0	2	1	1	1	0	1	0	3	3
Sorcs1	6	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1
Smndc1	1	0	0	0	0	0	0	0	0	2	1	1	0	1	0	4	1
5830416P10Rik	13183	0	0	0	0	0	0	0	0	0	0	3	0	0	0	3	0
ENSMUST00000148690	3	97	6	32	2	145	32	11	1	445	47	679	108	315	42	1724	238
Bbip1	130	10	0	14	0	54	0	6	0	65	2	366	2	154	1	669	5
Gpam	24112	7	6	0	0	1	0	1	0	6	2	1	3	1	0	17	11
Zdhhc6	69	9	0	9	0	37	0	0	0	96	1	118	0	47	0	316	1
Dclre1a	72	13	0	8	0	11	0	5	0	48	0	38	0	16	0	139	0
Afap1l2	319	1	0	8	0	0	0	0	0	6	0	4	0	0	0	19	0
Ablim1	1	0	3	35	13	4	0	3	2	7	6	8	14	3	3	60	41
uc008iab.1	11	1	0	0	0	10	1	0	0	6	1	33	3	19	3	69	8
Gfra1	58	0	0	0	0	1	0	0	0	4	3	3	3	0	0	8	6
1700019N19Rik	1098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hspa12a	82620	0	3	1	0	3	2	0	0	0	13	41	20	7	14	52	52
4930506M07Rik	14	1	0	2	0	13	1	0	0	18	1	58	3	9	0	101	5
Vax1	1079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Emx2os	3	3	0	0	1	0	0	1	0	0	0	6	0	0	0	10	1
Rab11fip2	492	8	1	16	0	38	2	4	0	71	3	237	11	94	5	468	22
D19Ertd737e	13	7	0	8	0	21	0	5	0	122	5	113	4	20	0	296	9
2700078E11Rik	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0	3	0
Eif3a	16	20	0	51	1	99	6	19	0	261	7	346	17	84	4	880	35
Prdx3	12	30	22	30	11	172	82	14	3	235	111	699	165	194	46	1374	440
Csf2ra	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	2	0
Cpt1a	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Mtl5	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Suv420h1	187	1	0	0	1	2	0	0	0	3	0	6	1	4	0	16	2
Chka	8	0	0	3	0	0	0	1	0	5	1	7	1	0	0	16	2
Unc93b1	1	0	0	2	0	0	0	25	1	33	2	5	0	2	1	67	4
Aldh3b2	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
Nudt8	148	11	0	4	0	20	1	3	0	140	17	96	0	27	1	301	19
Doc2g	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	1
Cabp2	1002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cdk2ap2	32	3	3	4	0	4	4	2	1	28	10	27	11	9	2	77	31
Pitpnm1	849	0	0	0	1	1	0	0	0	0	0	12	2	2	0	15	3
ENSMUST00000137579	15	2	0	0	0	4	1	0	0	16	9	10	2	5	1	37	13
Coro1b	14	8	1	14	16	29	4	14	4	160	26	139	18	32	1	396	70
Ptprcap	7	0	0	0	0	0	0	0	0	0	0	6	4	0	1	6	5
Ppp1ca	1	60	0	139	2	305	3	35	0	1056	2	947	8	457	5	2999	20
Clcf1	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pold4	1	0	0	1	0	0	1	1	0	1	0	6	0	0	0	9	1
Pcx	1	4	1	0	2	0	4	0	1	17	15	9	5	1	2	31	30
Spnb3	131	0	0	1	0	1	2	0	0	1	0	45	3	16	0	64	5
Rbm4b	1	9	3	11	2	41	6	1	0	156	35	64	20	25	4	307	70
Mrpl11	1	24	24	18	27	158	115	7	3	209	167	703	415	237	142	1356	893
Slc29a2	3	2	0	0	0	13	0	0	0	3	0	16	0	3	1	37	1
Cd248	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0	2	1
Yif1a	1	21	2	18	1	37	7	2	0	158	29	73	5	35	2	344	46
Gal3st3	11	1	0	0	0	6	0	0	0	2	0	79	5	11	0	99	5
Catsper1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eif1ad	110	15	1	11	1	145	1	7	0	113	2	284	9	128	2	703	16
AI837181	60	0	1	1	0	11	0	0	0	7	0	45	3	22	0	86	4
Fosl1	144	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
Efemp2	132	9	2	16	0	0	1	1	0	10	2	3	0	3	1	42	6
LOC100048522	21	36	1	36	0	107	14	11	0	335	18	436	81	167	37	1128	151
Rnaseh2c	1	7	0	23	0	81	2	9	1	143	4	220	15	78	6	561	28
Rela	2	0	0	1	0	1	1	1	0	7	2	5	1	1	1	16	5
Map3k11	971	0	0	0	0	0	0	1	0	9	1	0	1	2	1	12	3
ENSMUST00000162407	13	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
Slc25a45	9	0	0	2	1	0	0	1	6	31	3	0	0	1	1	35	11
Syvn1	1	1	0	1	0	1	1	0	0	7	3	9	5	3	1	22	10
Fau	7	614	54	1600	39	2139	301	1018	15	6942	594	6950	700	3076	287	22339	1990
ENSMUST00000099935	50	0	0	0	0	0	1	0	0	0	0	2	1	0	0	2	2
BC048609	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cdca5	1	0	0	1	0	0	0	0	0	2	0	0	0	0	0	3	0
1700123I01Rik	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Atg2a	1	0	0	0	0	5	1	2	0	11	0	19	1	3	0	40	2
Ehd1	4	4	2	3	0	3	4	2	1	62	6	17	20	1	0	92	33
Cdc42bpg	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Men1	19	0	0	0	0	1	0	0	0	3	0	2	1	1	0	7	1
Map4k2	5160	0	0	3	1	6	1	0	0	2	1	3	0	0	0	14	3
Sf1	44	0	1	2	0	2	0	1	0	2	3	11	4	6	0	24	8
Pygm	13214	11	1	4	0	7	0	0	0	3	0	1	0	2	0	28	1
Rasgrp2	1112	2	0	8	1	3	15	0	0	5	1	3	2	1	2	22	21
Nrxn2	102	0	0	0	0	1	1	1	0	4	1	6	2	2	4	14	8
Trmt112	355	15	6	28	14	125	22	15	4	250	62	258	56	88	12	779	176
Bad	8158	9	2	7	5	49	7	0	1	46	33	85	41	34	12	230	101
Ppp1r14b	526	0	1	0	0	0	0	0	0	2	1	5	0	0	0	7	2
Trpt1	3	8	3	8	0	60	5	1	0	94	27	99	28	43	15	313	78
Macrod1	4	0	0	0	0	1	1	0	0	13	1	5	1	1	2	20	5
Rcor2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000166590	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
uc008gkx.1	4	1	1	1	0	1	0	0	0	1	0	5	2	3	1	12	4
2700081O15Rik	353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Atl3	60	2	0	14	1	3	2	4	0	63	23	39	4	13	2	138	32
Pla2g16	1	39	33	11	13	8	10	6	3	1045	852	44	62	46	29	1199	1002
Hrasls5	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc22a8	1871	2	0	53	0	2	0	4	0	27	1	7	1	5	0	100	2
Slc22a6	112	1	0	0	0	0	0	0	0	1	0	1	0	0	0	3	0
Chrm1	1	0	0	0	0	4	2	0	0	2	0	36	25	14	2	56	29
Wdr74	1	14	1	12	3	88	9	10	1	173	5	338	48	143	7	778	74
1700092M07Rik	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stx5a	8	11	1	19	5	42	6	6	3	124	27	136	30	42	11	380	83
Nxf1	9	11	4	8	10	31	14	1	6	63	57	106	45	30	16	250	152
Bscl2	1	1	0	4	0	64	29	0	0	16	8	269	72	72	31	426	140
Ubxn1	77	20	1	22	10	37	21	5	1	162	52	51	87	34	13	331	185
B3gat3	66	0	0	0	0	1	0	1	0	0	0	0	1	1	0	3	1
Eml3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mta2	431	2	0	5	0	5	3	5	0	13	0	13	2	2	1	45	6
Tut1	29	0	0	1	2	4	4	1	0	11	6	12	9	7	5	36	26
Eef1g	1	24	7	29	2	43	43	13	2	98	62	131	136	79	44	417	296
Ahnak	209	2	0	28	0	1	0	1	0	13	0	5	0	1	0	51	0
Fth1	133	1683	0	1404	2	3038	2	1246	1	47498	32	24455	25	6424	8	85748	70
Rab3il1	4	0	0	1	0	0	0	6	0	4	0	0	2	1	0	12	2
Fads3	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fads1	34	4	0	0	0	0	1	0	0	6	5	0	2	2	2	12	10
1810006K21Rik	1	83	2	135	2	390	4	54	0	2074	13	1906	6	648	7	5290	34
Syt7	1	0	0	0	0	1	0	0	0	0	0	7	2	2	3	10	5
Cpsf7	6	1	0	0	0	2	0	0	0	4	0	14	0	3	0	24	0
Cybasc3	16	2	0	5	1	4	0	3	1	11	0	14	2	0	0	39	4
Ddb1	9	1	0	2	2	5	5	1	0	15	13	25	7	8	5	57	32
Vwce	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vps37c	96	0	0	0	0	0	0	0	0	2	4	3	1	2	0	7	5
Slc15a3	3	0	0	1	0	0	0	8	1	2	0	1	0	1	0	13	1
Prpf19	1	0	0	1	0	8	4	1	0	14	10	25	5	8	6	57	25
Ms4a4c	2878	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ms4a4b	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ms4a6c	46	0	0	0	0	0	1	26	16	12	5	1	0	2	2	41	24
Gm8369	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ms4a6b	50	0	0	0	0	0	0	25	18	13	12	1	2	4	0	43	32
Gif	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mrpl16	8	12	3	14	5	110	19	5	1	123	27	369	37	167	34	800	126
Patl1	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Osbp	107	1	0	0	0	0	0	0	0	2	0	1	0	1	0	5	0
Gm4952	10	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
Glyat	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lpxn	31	0	0	1	0	0	0	18	3	10	2	1	0	4	0	34	5
Gnaq	576	0	0	0	0	0	1	0	0	0	1	3	0	1	0	4	2
Prune2	23	0	0	0	0	18	0	0	0	21	0	55	2	16	1	110	3
Rfk	1	0	0	4	1	4	9	1	0	7	8	24	8	2	1	42	27
BC016495	12	7	1	4	1	9	1	1	1	50	7	55	4	23	2	149	17
2410127L17Rik	1	1	0	0	1	0	0	0	0	1	0	3	3	0	0	5	4
D030056L22Rik	34	0	1	0	0	1	0	0	0	4	0	6	2	1	0	12	3
Trpm6	8860	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
E030003E18Rik	1	26	11	0	0	0	1	0	0	6	8	7	3	19	4	58	27
Zfand5	9	0	0	1	0	0	1	1	0	4	0	15	2	4	1	25	4
Fam108b	198	0	0	0	0	1	0	0	0	3	2	0	0	1	0	5	2
Tmem2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Trpm3	244547	10	5	0	0	0	0	3	0	34	0	0	0	2	2	49	7
